Popularity,Market Category,Market Category,,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,High-Performance,High-Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
5657,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
586,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
61,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Factory Tuner,Performance","Factory Tuner,Performance",,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
535,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
873,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
26,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Crossover,Performance","Crossover,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1851,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
204,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
204,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
204,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
204,"Exotic,Luxury,High-Performance","Exotic,Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
204,"Exotic,Luxury,High-Performance,Hybrid","Exotic,Luxury,High-Performance,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury","Crossover,Luxury",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury,Hybrid","Crossover,Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury,Hybrid","Crossover,Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury,Hybrid","Crossover,Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury,Hybrid","Crossover,Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
454,"Crossover,Luxury,Hybrid","Crossover,Luxury,Hybrid",,,,,,,,,,,,,,,,,,,,,,,,
2009,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
2009,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
2009,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2202,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
1720,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1720,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
640,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
436,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Crossover,Crossover,,,,,,,,,,,,,,,,,,,,,,,,
1013,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,High-Performance","Luxury,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
1715,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
